datetime,wind_speed,wind_dir,stability
2024-01-20 22:30:00,3.69085,52.0127,F
2024-01-20 23:00:00,3.67295,54.5154,F
2024-01-20 23:30:00,3.65479,52.2755,F
2024-01-21 00:00:00,3.92719,51.9617,F
2024-01-21 00:30:00,5.00789,46.9054,F
2024-01-21 01:00:00,4.71253,49.1069,F
2024-01-21 01:30:00,3.13346,57.3532,F
2024-01-21 02:00:00,1.68491,59.343,F
2024-01-21 02:30:00,1.40619,26.0062,F
2024-01-21 03:00:00,0.356132,53.4084,A
2024-01-21 03:30:00,0.249279,160.897,F
2024-01-21 04:00:00,0.766079,52.1277,A
2024-01-21 04:30:00,0.826787,92.6612,F
2024-01-21 05:00:00,0.285462,186.882,F
2024-01-21 05:30:00,0.327727,167.743,A
2024-01-21 06:00:00,0.924422,66.6107,F
2024-01-21 06:30:00,0.604024,67.7053,A
2024-01-21 07:00:00,0.597886,80.6424,A
2024-01-21 07:30:00,0.379887,83.3423,F
2024-01-21 08:00:00,0.158232,218.304,F
2024-01-21 08:30:00,0.278543,82.3356,A
2024-01-21 09:00:00,0.303106,72.369,F
2024-01-21 09:30:00,0.0752803,24.6242,A
2024-01-21 10:00:00,0.0485943,255.662,A
2024-01-21 10:30:00,0.30648,48.4777,F
2024-01-21 11:00:00,0.0817399,18.1911,F
2024-01-21 11:30:00,0.292812,67.8723,A
2024-01-21 12:00:00,0.398241,72.7308,A
2024-01-21 12:30:00,0.429028,96.5726,F
2024-01-21 13:00:00,0.152401,124.793,F
2024-01-21 13:30:00,0.306127,163.358,F
2024-01-21 14:00:00,0.240999,163.13,A
2024-01-21 14:30:00,0.288666,95.3931,A
2024-01-21 15:00:00,0.116628,97.4907,A
2024-01-21 15:30:00,0.18773,112.88,F
2024-01-21 16:00:00,0.288244,90.5718,A
2024-01-21 16:30:00,0.38392,72.4879,F
2024-01-21 17:00:00,0.409591,74.9184,D
2024-01-21 17:30:00,0.904955,64.0862,A
2024-01-21 18:00:00,0.326912,52.9619,A
2024-01-21 18:30:00,0.233717,40.7692,A
2024-01-21 19:00:00,0.154944,99.5129,A
2024-01-21 19:30:00,0.207669,62.265,A
2024-01-21 20:00:00,0.0754267,7.19022,F
2024-01-21 20:30:00,0.110351,56.1926,A
2024-01-21 21:00:00,0.139287,24.2289,A
2024-01-21 21:30:00,0.512432,55.0174,A
2024-01-21 22:00:00,0.142976,31.1526,A
2024-01-21 22:30:00,0.0933327,132.315,A
2024-01-21 23:00:00,0.152313,33.2986,A
2024-01-21 23:30:00,0.17704,36.4559,A
2024-01-22 00:00:00,0.140147,59.9872,A
2024-01-22 00:30:00,0.0856133,81.8673,A
2024-01-22 01:00:00,0.182984,67.4024,A
2024-01-22 01:30:00,0.0531091,341.477,A
2024-01-22 02:00:00,0.320606,48.0933,A
2024-01-22 02:30:00,0.170117,65.0089,A
2024-01-22 03:00:00,0.0387904,9.53427,A
2024-01-22 03:30:00,0.250705,73.1945,
2024-01-22 04:00:00,0.188312,43.955,
2024-01-22 04:30:00,0.260619,34.807,
2024-01-22 05:00:00,0.119289,60.956,
2024-01-22 05:30:00,0.245638,69.3939,
2024-01-22 06:00:00,0.59812,46.1666,
2024-01-22 06:30:00,0.384206,35.4473,
