datetime,wind_speed,wind_dir,stability
2024-01-22 07:00:00,0.41118,71.4326,
2024-01-22 07:30:00,0.188616,42.9823,
2024-01-22 08:00:00,0.0975498,194.67,
2024-01-22 08:30:00,0.300669,49.834,
2024-01-22 09:00:00,0.354156,61.9366,
2024-01-22 14:00:00,0.12032,204.983,F
2024-01-22 14:30:00,0.216627,194.56,A
2024-01-22 15:00:00,0.240155,130.679,A
2024-01-22 15:30:00,0.241284,92.0338,F
2024-01-22 16:00:00,0.356402,78.2016,A
2024-01-22 16:30:00,0.392412,54.2119,A
2024-01-22 17:00:00,0.605266,71.1866,F
2024-01-22 17:30:00,0.0679728,334.303,A
2024-01-22 18:00:00,0.199184,68.8872,F
2024-01-22 18:30:00,0.0720963,24.2989,F
2024-01-22 19:00:00,0.25912,91.2825,A
2024-01-22 19:30:00,0.129509,18.2172,A
2024-01-22 20:00:00,0.223822,88.1962,A
2024-01-22 20:30:00,0.23961,27.2027,A
2024-01-22 21:00:00,0.176822,67.1295,
2024-01-22 21:30:00,0.0197361,340.701,A
2024-01-23 13:30:00,0.230112,204.517,F
2024-01-23 14:00:00,0.34186,215.566,A
2024-01-23 14:30:00,0.467308,166.698,A
2024-01-23 15:00:00,0.16425,204.357,A
2024-01-23 15:30:00,0.16246,120.207,B
2024-01-23 16:00:00,0.300032,71.9661,A
2024-01-23 16:30:00,0.161681,85.3844,A
2024-01-23 17:00:00,0.184899,96.0375,A
2024-01-23 17:30:00,0.104078,217.426,A
2024-01-23 18:00:00,0.170487,147.692,F
2024-01-23 18:30:00,0.36552,173.724,F
2024-01-23 19:00:00,0.23314,137.904,F
2024-01-23 19:30:00,0.0648517,123.134,F
2024-01-23 20:00:00,0.117964,174.763,A
2024-01-24 13:30:00,0.27853,195.426,A
2024-01-24 14:00:00,,,
2024-01-24 14:30:00,0.197997,160.568,A
2024-01-24 15:00:00,0.664127,245.802,A
2024-01-25 14:00:00,0.327636,189.001,A
2024-01-25 14:30:00,0.455159,194.714,F
2024-01-25 15:00:00,0.17516,173.747,A
2024-01-25 15:30:00,0.202064,181.844,F
2024-01-25 16:00:00,0.133862,158.51,F
2024-01-25 16:30:00,0.308251,79.9331,A
2024-01-25 17:00:00,0.213902,79.2419,A
2024-01-25 17:30:00,0.192929,80.5811,A
2024-01-25 18:00:00,0.207038,85.7314,D
2024-01-25 18:30:00,0.0391519,99.7094,A
2024-01-25 19:00:00,0.153767,130.022,F
2024-01-25 19:30:00,0.179137,78.9877,A
